,都道府県コード又は市区町村コード,都道府県名,市区町村名,名称,名称_カナ,住所,方書,設置位置,備考（設置台数）,経度,緯度
174,32018,岩手県,盛岡市,都南文化会館・都南公民館,トナンブンカカイカン・トナンコウミンカン,岩手県盛岡市永井24地割10-1,,,1,141.1548372,39.6524608
175,32018,岩手県,盛岡市,大ケ生消防屯所,オオガユウショウボウトンショ,岩手県盛岡市乙部20地割84-3,,,1,141.2317024,39.6114257
176,32018,岩手県,盛岡市,永井地域交流活性化センター,ナガイチイキコウリュウカッセイカセンター,岩手県盛岡市永井23地割14-1,,,1,141.1516676,39.65306275
177,32018,岩手県,盛岡市,乙部体育館,オトベタイイクカン,岩手県盛岡市乙部6地割79-1,,,1,141.1931234,39.61604327
178,32018,岩手県,盛岡市,盛岡市立図書館,モリオカシリツトショカン,岩手県盛岡市高松一丁目9-45,,,1,141.1417312,39.72084197
179,32018,岩手県,盛岡市,盛岡市勤労福祉会館,モリオカシキンロウフクシカイカン,岩手県盛岡市紺屋町2-9,,,1,141.1561442,39.70163131
180,32018,岩手県,盛岡市,道の駅もりおか渋民,ミチノエキモリオカシブタミ,岩手県盛岡市渋民字渋民80番地42,,,2,141.1735196,39.84598622
181,32018,岩手県,盛岡市,いわぎんスタジアム（盛岡南公園球技場）,イワギンスタジアム（モリオカミナミコウエンキュウギジョウ）,岩手県盛岡市永井8-65,,,1,141.1378308,39.6478755
182,32018,岩手県,盛岡市,本宮地区活動センター・本宮児童センター・本宮老人福祉センター,モトミヤチクカツドウセンター・モトミヤジドウセンター・モトミヤロウジンフクシセンター,岩手県盛岡市本宮4-38-26,,,1,141.1298331,39.68768214
183,32018,岩手県,盛岡市,志波城古代公園,シワジョウコダイコウエン,岩手県盛岡市上鹿妻五兵衛新田47-11,,,1,141.1067995,39.68339038
184,32018,岩手県,盛岡市,渋民運動公園B&G海洋センタープール,シブタミウンドウコウエンビーアンドギーカイヨウセンタープール,岩手県盛岡市玉山区下田字下田108-1,,,1,141.1647713,39.84934701
185,32018,岩手県,盛岡市,月が丘小学校,ツキガオカショウガッコウ,岩手県滝沢市穴口328,,,1,141.1032577,39.73404316
186,32018,岩手県,盛岡市,北陵中学校,ホクリョウチュウガッコウ,岩手県滝沢市穴口419,,,1,141.1155191,39.74845962
187,32018,岩手県,盛岡市,盛岡市立区界高原少年自然の家,モリオカシリツクザカイコウゲンショウネンシゼンノイエ,岩手県宮古市門馬田代2-111,,,1,141.356195,39.65474495
188,32018,岩手県,盛岡市,好摩体育館,コウマタイイクカン,岩手県盛岡市好摩字野中69-48,,,1,141.1674795,39.87755829
